TestMethod,MethodCallerType,MethodName,
testEncryptUsernameToken,java.util.Map<java.lang.String, java.lang.Object>,put
testEncryptUsernameToken,java.util.Map<java.lang.String, java.lang.Object>,put
testEncryptUsernameToken,java.util.List<org.apache.cxf.interceptor.Interceptor<? extends org.apache.cxf.message.Message>>,add,
testEncryptUsernameToken,org.apache.cxf.endpoint.Client,getOutInterceptors,
testEncryptUsernameToken,org.apache.cxf.ws.security.wss4j.Echo,echo,
testEncryptSignature,org.apache.wss4j.common.crypto.CryptoFactory,getProperties,
testEncryptSignature,java.lang.Class<? extends java.lang.Object>,getClassLoader,
testEncryptSignature,org.apache.cxf.ws.security.wss4j.DOMToStaxRoundTripTest,getClass,
testSignatureConfirmation,WSSSecurityProperties,setCallbackHandler,
testEncryptSignature,WSSSecurityProperties,setSignatureVerificationCryptoProperties,
testSignatureConfirmation,org.apache.wss4j.common.crypto.CryptoFactory,getProperties,
testSignatureConfirmation,java.lang.Class<? extends java.lang.Object>,getClassLoader,
testSignatureConfirmation,org.apache.cxf.ws.security.wss4j.DOMToStaxRoundTripTest,getClass,
testEncryptSignature,WSSSecurityProperties,setDecryptionCryptoProperties,
testEncryptSignature,java.util.List<org.apache.cxf.interceptor.Interceptor<? extends org.apache.cxf.message.Message>>,add,
testEncryptSignature,org.apache.cxf.service.Service,getInInterceptors,
testSignatureConfirmation,WSSSecurityProperties,setSignatureVerificationCryptoProperties,
testSignatureConfirmation,java.util.List<org.apache.cxf.interceptor.Interceptor<? extends org.apache.cxf.message.Message>>,add,
testSignatureConfirmation,org.apache.cxf.service.Service,getInInterceptors,
testEncryptSignature,org.apache.cxf.frontend.ClientProxy,getClient,
testEncryptSignature,java.util.List<org.apache.cxf.interceptor.Interceptor<? extends org.apache.cxf.message.Message>>,add,
testEncryptSignature,org.apache.cxf.endpoint.Client,getInInterceptors,
testEncryptSignature,java.util.List<org.apache.cxf.interceptor.Interceptor<? extends org.apache.cxf.message.Message>>,add,
testEncryptSignature,org.apache.cxf.endpoint.Client,getOutInterceptors,
testEncryptSignature,java.util.Map<java.lang.String, java.lang.Object>,put
testEncryptSignature,java.util.Map<java.lang.String, java.lang.Object>,put
testEncryptSignature,java.util.Map<java.lang.String, java.lang.Object>,put
testEncryptSignature,java.util.Map<java.lang.String, java.lang.Object>,put
testEncryptSignature,java.util.Map<java.lang.String, java.lang.Object>,put
testEncryptSignature,java.util.List<org.apache.cxf.interceptor.Interceptor<? extends org.apache.cxf.message.Message>>,add,
testEncryptSignature,org.apache.cxf.endpoint.Client,getOutInterceptors,
testEncryptSignature,org.apache.cxf.ws.security.wss4j.Echo,echo,
testEncryptionAlgorithms,WSSSecurityProperties,setCallbackHandler,
testSignatureConfirmation,List<WSSConstants.Action>,add,
testEncryptionAlgorithms,org.apache.wss4j.common.crypto.CryptoFactory,getProperties,
testEncryptionAlgorithms,java.lang.Class<? extends java.lang.Object>,getClassLoader,
testEncryptionAlgorithms,org.apache.cxf.ws.security.wss4j.DOMToStaxRoundTripTest,getClass,
testEncryptionAlgorithms,WSSSecurityProperties,setDecryptionCryptoProperties,
testEncryptionAlgorithms,java.util.List<org.apache.cxf.interceptor.Interceptor<? extends org.apache.cxf.message.Message>>,add,
testEncryptionAlgorithms,org.apache.cxf.service.Service,getInInterceptors,
testEncryptionAlgorithms,org.apache.cxf.frontend.ClientProxy,getClient,
testEncryptionAlgorithms,java.util.List<org.apache.cxf.interceptor.Interceptor<? extends org.apache.cxf.message.Message>>,add,
testEncryptionAlgorithms,org.apache.cxf.endpoint.Client,getInInterceptors,
testEncryptionAlgorithms,java.util.List<org.apache.cxf.interceptor.Interceptor<? extends org.apache.cxf.message.Message>>,add,
testEncryptionAlgorithms,org.apache.cxf.endpoint.Client,getOutInterceptors,
testEncryptionAlgorithms,java.util.Map<java.lang.String, java.lang.Object>,put
testEncryptionAlgorithms,java.util.Map<java.lang.String, java.lang.Object>,put
testEncryptionAlgorithms,java.util.Map<java.lang.String, java.lang.Object>,put
testEncryptionAlgorithms,java.util.Map<java.lang.String, java.lang.Object>,put
testEncryptionAlgorithms,java.util.Map<java.lang.String, java.lang.Object>,put
testEncryptionAlgorithms,java.util.Map<java.lang.String, java.lang.Object>,put
testEncryptionAlgorithms,java.util.List<org.apache.cxf.interceptor.Interceptor<? extends org.apache.cxf.message.Message>>,add,
testEncryptionAlgorithms,org.apache.cxf.endpoint.Client,getOutInterceptors,
testEncryptionAlgorithms,org.apache.cxf.ws.security.wss4j.Echo,echo,
testSignatureConfirmation,List<WSSConstants.Action>,add,
testSignatureConfirmation,WSSSecurityProperties,setActions,
testEncryptionAlgorithms,WSSSecurityProperties,setAllowRSA15KeyTransportAlgorithm,
testEncryptionAlgorithms,java.util.List<org.apache.cxf.interceptor.Interceptor<? extends org.apache.cxf.message.Message>>,remove,
testEncryptionAlgorithms,org.apache.cxf.service.Service,getInInterceptors,
testEncryptionAlgorithms,java.util.List<org.apache.cxf.interceptor.Interceptor<? extends org.apache.cxf.message.Message>>,add,
testEncryptionAlgorithms,org.apache.cxf.service.Service,getInInterceptors,
testEncryptionAlgorithms,org.apache.cxf.ws.security.wss4j.Echo,echo,
testSignatureConfirmation,WSSSecurityProperties,setSignatureUser,
testEncryptUsernameToken,WSSSecurityProperties,setCallbackHandler,
testSignatureConfirmation,org.apache.wss4j.common.crypto.CryptoFactory,getProperties,
testSignatureConfirmation,java.lang.Class<? extends java.lang.Object>,getClassLoader,
testSignatureConfirmation,org.apache.cxf.ws.security.wss4j.DOMToStaxRoundTripTest,getClass,
testEncryptUsernameToken,org.apache.wss4j.common.crypto.CryptoFactory,getProperties,
testEncryptUsernameToken,java.lang.Class<? extends java.lang.Object>,getClassLoader,
testEncryptUsernameToken,org.apache.cxf.ws.security.wss4j.DOMToStaxRoundTripTest,getClass,
testSignatureConfirmation,WSSSecurityProperties,setSignatureCryptoProperties,
testEncryptUsernameToken,WSSSecurityProperties,setDecryptionCryptoProperties,
testEncryptUsernameToken,java.util.List<org.apache.cxf.interceptor.Interceptor<? extends org.apache.cxf.message.Message>>,add,
testEncryptUsernameToken,org.apache.cxf.service.Service,getInInterceptors,
testEncryptUsernameToken,org.apache.cxf.frontend.ClientProxy,getClient,
testEncryptUsernameToken,java.util.List<org.apache.cxf.interceptor.Interceptor<? extends org.apache.cxf.message.Message>>,add,
testEncryptUsernameToken,org.apache.cxf.endpoint.Client,getInInterceptors,
testEncryptUsernameToken,java.util.List<org.apache.cxf.interceptor.Interceptor<? extends org.apache.cxf.message.Message>>,add,
testEncryptUsernameToken,org.apache.cxf.endpoint.Client,getOutInterceptors,
testEncryptUsernameToken,java.util.Map<java.lang.String, java.lang.Object>,put
testEncryptUsernameToken,java.util.Map<java.lang.String, java.lang.Object>,put
testEncryptUsernameToken,java.util.Map<java.lang.String, java.lang.Object>,put
testEncryptUsernameToken,java.util.Map<java.lang.String, java.lang.Object>,put
testEncryptUsernameToken,java.util.Map<java.lang.String, java.lang.Object>,put
testEncryptUsernameToken,java.util.List<org.apache.cxf.interceptor.Interceptor<? extends org.apache.cxf.message.Message>>,add,
testEncryptUsernameToken,org.apache.cxf.endpoint.Client,getOutInterceptors,
testEncryptUsernameToken,org.apache.cxf.ws.security.wss4j.Echo,echo,
testSignatureConfirmation,WSSSecurityProperties,setCallbackHandler,
testSignatureConfirmation,java.util.List<org.apache.cxf.interceptor.Interceptor<? extends org.apache.cxf.message.Message>>,add,
testSignatureConfirmation,org.apache.cxf.service.Service,getOutInterceptors,
testSignatureConfirmation,org.apache.cxf.frontend.ClientProxy,getClient,
testSignatureConfirmation,java.util.List<org.apache.cxf.interceptor.Interceptor<? extends org.apache.cxf.message.Message>>,add,
testSignatureConfirmation,org.apache.cxf.endpoint.Client,getInInterceptors,
testSignatureConfirmation,java.util.List<org.apache.cxf.interceptor.Interceptor<? extends org.apache.cxf.message.Message>>,add,
testSignatureConfirmation,org.apache.cxf.endpoint.Client,getOutInterceptors,
testSignatureConfirmation,java.util.Map<java.lang.String, java.lang.Object>,put
testSignatureConfirmation,java.util.Map<java.lang.String, java.lang.Object>,put
testSignatureConfirmation,java.util.Map<java.lang.String, java.lang.Object>,put
testSignatureConfirmation,java.util.Map<java.lang.String, java.lang.Object>,put
testSignatureConfirmation,java.util.Map<java.lang.String, java.lang.Object>,put
testSignatureConfirmation,java.util.List<org.apache.cxf.interceptor.Interceptor<? extends org.apache.cxf.message.Message>>,add,
testSignatureConfirmation,org.apache.cxf.endpoint.Client,getOutInterceptors,
testSignatureConfirmation,java.util.Map<java.lang.String, java.lang.Object>,put
testSignatureConfirmation,java.util.Map<java.lang.String, java.lang.Object>,put
testSignatureConfirmation,java.util.Map<java.lang.String, java.lang.Object>,put
testSignatureConfirmation,java.util.Map<java.lang.String, java.lang.Object>,put
testSignatureConfirmation,java.util.List<org.apache.cxf.interceptor.Interceptor<? extends org.apache.cxf.message.Message>>,add,
testSignatureConfirmation,org.apache.cxf.endpoint.Client,getInInterceptors,
testSignatureConfirmation,org.apache.cxf.ws.security.wss4j.Echo,echo,
testSignatureConfirmation,WSSSecurityProperties,setCallbackHandler,
testSignatureConfirmation,org.apache.wss4j.common.crypto.CryptoFactory,getProperties,
testSignatureConfirmation,java.lang.Class<? extends java.lang.Object>,getClassLoader,
testSignatureConfirmation,org.apache.cxf.ws.security.wss4j.DOMToStaxRoundTripTest,getClass,
testSignedUsernameToken,WSSSecurityProperties,setCallbackHandler,
testSignedUsernameToken,org.apache.wss4j.common.crypto.CryptoFactory,getProperties,
testSignedUsernameToken,java.lang.Class<? extends java.lang.Object>,getClassLoader,
testSignedUsernameToken,org.apache.cxf.ws.security.wss4j.DOMToStaxRoundTripTest,getClass,
testSignatureConfirmation,WSSSecurityProperties,setSignatureVerificationCryptoProperties,
testSignatureConfirmation,java.util.List<org.apache.cxf.interceptor.Interceptor<? extends org.apache.cxf.message.Message>>,add,
testSignatureConfirmation,org.apache.cxf.service.Service,getInInterceptors,
testSignedUsernameToken,WSSSecurityProperties,setSignatureVerificationCryptoProperties,
testSignedUsernameToken,java.util.List<org.apache.cxf.interceptor.Interceptor<? extends org.apache.cxf.message.Message>>,add,
testSignedUsernameToken,org.apache.cxf.service.Service,getInInterceptors,
testSignedUsernameToken,org.apache.cxf.frontend.ClientProxy,getClient,
testSignedUsernameToken,java.util.List<org.apache.cxf.interceptor.Interceptor<? extends org.apache.cxf.message.Message>>,add,
testSignedUsernameToken,org.apache.cxf.endpoint.Client,getInInterceptors,
testSignedUsernameToken,java.util.List<org.apache.cxf.interceptor.Interceptor<? extends org.apache.cxf.message.Message>>,add,
testSignedUsernameToken,org.apache.cxf.endpoint.Client,getOutInterceptors,
testSignedUsernameToken,java.util.Map<java.lang.String, java.lang.Object>,put
testSignedUsernameToken,java.util.Map<java.lang.String, java.lang.Object>,put
testSignedUsernameToken,java.util.Map<java.lang.String, java.lang.Object>,put
testSignedUsernameToken,java.util.Map<java.lang.String, java.lang.Object>,put
testSignedUsernameToken,java.util.List<org.apache.cxf.interceptor.Interceptor<? extends org.apache.cxf.message.Message>>,add,
testSignedUsernameToken,org.apache.cxf.endpoint.Client,getOutInterceptors,
testSignedUsernameToken,org.apache.cxf.ws.security.wss4j.Echo,echo,
testSignatureConfirmation,List<WSSConstants.Action>,add,
testSignaturePKI,WSSSecurityProperties,setCallbackHandler,
testSignaturePKI,org.apache.wss4j.common.crypto.CryptoFactory,getProperties,
testSignaturePKI,java.lang.Class<? extends java.lang.Object>,getClassLoader,
testSignaturePKI,org.apache.cxf.ws.security.wss4j.DOMToStaxRoundTripTest,getClass,
testSignatureConfirmation,List<WSSConstants.Action>,add,
testSignaturePKI,WSSSecurityProperties,setSignatureVerificationCryptoProperties,
testSignaturePKI,java.util.List<org.apache.cxf.interceptor.Interceptor<? extends org.apache.cxf.message.Message>>,add,
testSignaturePKI,org.apache.cxf.service.Service,getInInterceptors,
testSignatureConfirmation,WSSSecurityProperties,setActions,
testSignaturePKI,org.apache.cxf.frontend.ClientProxy,getClient,
testSignaturePKI,java.util.List<org.apache.cxf.interceptor.Interceptor<? extends org.apache.cxf.message.Message>>,add,
testSignaturePKI,org.apache.cxf.endpoint.Client,getInInterceptors,
testSignaturePKI,java.util.List<org.apache.cxf.interceptor.Interceptor<? extends org.apache.cxf.message.Message>>,add,
testSignaturePKI,org.apache.cxf.endpoint.Client,getOutInterceptors,
testSignaturePKI,java.util.Map<java.lang.String, java.lang.Object>,put
testSignaturePKI,java.util.Map<java.lang.String, java.lang.Object>,put
testSignaturePKI,java.util.Map<java.lang.String, java.lang.Object>,put
testSignaturePKI,java.util.Map<java.lang.String, java.lang.Object>,put
testSignaturePKI,java.util.Map<java.lang.String, java.lang.Object>,put
testSignaturePKI,java.util.Map<java.lang.String, java.lang.Object>,put
testSignaturePKI,java.util.List<org.apache.cxf.interceptor.Interceptor<? extends org.apache.cxf.message.Message>>,add,
testSignaturePKI,org.apache.cxf.endpoint.Client,getOutInterceptors,
testSignaturePKI,org.apache.cxf.ws.security.wss4j.Echo,echo,
testSignatureConfirmation,WSSSecurityProperties,setSignatureUser,
testSignature,WSSSecurityProperties,setCallbackHandler,
testSignatureConfirmation,org.apache.wss4j.common.crypto.CryptoFactory,getProperties,
testSignatureConfirmation,java.lang.Class<? extends java.lang.Object>,getClassLoader,
testSignatureConfirmation,org.apache.cxf.ws.security.wss4j.DOMToStaxRoundTripTest,getClass,
testSignature,org.apache.wss4j.common.crypto.CryptoFactory,getProperties,
testSignature,java.lang.Class<? extends java.lang.Object>,getClassLoader,
testSignature,org.apache.cxf.ws.security.wss4j.DOMToStaxRoundTripTest,getClass,
testSignatureConfirmation,WSSSecurityProperties,setSignatureCryptoProperties,
testSignature,WSSSecurityProperties,setSignatureVerificationCryptoProperties,
testSignature,java.util.List<org.apache.cxf.interceptor.Interceptor<? extends org.apache.cxf.message.Message>>,add,
testSignature,org.apache.cxf.service.Service,getInInterceptors,
testSignature,org.apache.cxf.frontend.ClientProxy,getClient,
testSignature,java.util.List<org.apache.cxf.interceptor.Interceptor<? extends org.apache.cxf.message.Message>>,add,
testSignature,org.apache.cxf.endpoint.Client,getInInterceptors,
testSignature,java.util.List<org.apache.cxf.interceptor.Interceptor<? extends org.apache.cxf.message.Message>>,add,
testSignature,org.apache.cxf.endpoint.Client,getOutInterceptors,
testSignature,java.util.Map<java.lang.String, java.lang.Object>,put
testSignature,java.util.Map<java.lang.String, java.lang.Object>,put
testSignature,java.util.Map<java.lang.String, java.lang.Object>,put
testSignature,java.util.Map<java.lang.String, java.lang.Object>,put
testSignature,java.util.List<org.apache.cxf.interceptor.Interceptor<? extends org.apache.cxf.message.Message>>,add,
testSignature,org.apache.cxf.endpoint.Client,getOutInterceptors,
testSignature,org.apache.cxf.ws.security.wss4j.Echo,echo,
testSignatureConfirmation,WSSSecurityProperties,setCallbackHandler,
testSignatureConfirmation,java.util.List<org.apache.cxf.interceptor.Interceptor<? extends org.apache.cxf.message.Message>>,add,
testSignatureConfirmation,org.apache.cxf.service.Service,getOutInterceptors,
testSignatureConfirmation,org.apache.cxf.frontend.ClientProxy,getClient,
testSignatureConfirmation,java.util.List<org.apache.cxf.interceptor.Interceptor<? extends org.apache.cxf.message.Message>>,add,
testSignatureConfirmation,org.apache.cxf.endpoint.Client,getInInterceptors,
testSignatureConfirmation,java.util.List<org.apache.cxf.interceptor.Interceptor<? extends org.apache.cxf.message.Message>>,add,
testSignatureConfirmation,org.apache.cxf.endpoint.Client,getOutInterceptors,
testSignatureConfirmation,java.util.Map<java.lang.String, java.lang.Object>,put
testSignatureConfirmation,java.util.Map<java.lang.String, java.lang.Object>,put
testSignatureConfirmation,java.util.Map<java.lang.String, java.lang.Object>,put
testSignatureConfirmation,java.util.Map<java.lang.String, java.lang.Object>,put
testSignatureConfirmation,java.util.Map<java.lang.String, java.lang.Object>,put
testSignatureConfirmation,java.util.List<org.apache.cxf.interceptor.Interceptor<? extends org.apache.cxf.message.Message>>,add,
testSignatureConfirmation,org.apache.cxf.endpoint.Client,getOutInterceptors,
testSignatureConfirmation,java.util.Map<java.lang.String, java.lang.Object>,put
testSignatureConfirmation,java.util.Map<java.lang.String, java.lang.Object>,put
testSignatureConfirmation,java.util.Map<java.lang.String, java.lang.Object>,put
testSignatureConfirmation,java.util.Map<java.lang.String, java.lang.Object>,put
testSignatureConfirmation,java.util.List<org.apache.cxf.interceptor.Interceptor<? extends org.apache.cxf.message.Message>>,add,
testSignatureConfirmation,org.apache.cxf.endpoint.Client,getInInterceptors,
testSignatureConfirmation,org.apache.cxf.ws.security.wss4j.Echo,echo,
